titulo;url;municipio;uf;categoria;latitude;longitude;localizacao_confirmada;data;qtd_municipio;qtd_categoria
Censo de População em Situação de Rua;https://censorua-pcrj.hub.arcgis.com/;Rio de Janeiro;RJ;Outros;-22.911948255422793;-43.194567309094786;True;2026-04-23 15:51:00.912070;216;785
Informe Técnico: Perfil da População em situação de rua no estado do Rio De Janeiro - Dezembro/2023 - ISBN: 978-65-86750-22-5;https://cnmp.mp.br/portal/informes/informe-tecnico-rio-de-janeiro.html;Rio de Janeiro;RJ;Outros;-22.89486856138827;-43.21604311415995;True;2026-04-23 15:51:14.359467;216;785
Censo de População em Situação de Rua 2022;https://www.data.rio/documents/64fc9f1756b64f05827a54de8c89a5ed;Rio de Janeiro;RJ;Outros;-22.89684769563846;-43.209026728769544;True;2026-04-23 15:51:16.817288;216;785
Boletim do MDHC destaca workshop do IBGE sobre experiências de censos da população em situação de rua;https://radiogov.ebc.com.br/programas/na-frequencia-dos-nossos-direitos/boletim-do-mdhc-destaca-workshop-do-ibge-sobre-experiencias-de-censos-da-populacao-em-situacao-de-rua;Rio de Janeiro;RJ;Outros;-22.92715494296342;-43.19382926092122;True;2026-04-23 15:51:22.188091;216;785
Resultados;https://censorua-pcrj.hub.arcgis.com/pages/resultados;Rio de Janeiro;RJ;Outros;-22.89250038088961;-43.210781748028666;True;2026-04-23 15:51:25.019165;216;785
DATA.RIO;https://www.data.rio/search?categories=população+em+situação+de+rua;Rio de Janeiro;RJ;Outros;-22.90904674134552;-43.18950825031546;True;2026-04-23 15:51:28.052695;216;785
Das 300 mil pessoas em situação de rua no Brasil, 45 mil ‘moram’ no RJ;https://diariodorio.com/das-300-mil-pessoas-em-situacao-de-rua-no-brasil-45-mil-moram-no-rio-de-janeiro/;Rio de Janeiro;RJ;Outros;-22.840382122910057;-42.33606222441173;True;2026-04-23 15:51:34.201622;216;785
CENSO DE POPULAÇÃO EM SITUAÇÃO DE RUA 2022;https://www.data.rio/datasets/072556c5be3344e1aaf973354b93d566;Rio de Janeiro;RJ;Outros;-22.907723345882136;-43.19703946065982;True;2026-04-23 15:51:36.888173;216;785
Sociodemographic profile of homeless people notified with tuberculosis in the municipality of Rio de Janeiro, Brazil, from 2015 to 2019;https://pmc.ncbi.nlm.nih.gov/articles/PMC10581682/;Rio de Janeiro;RJ;Outros;-22.901347301506608;-43.21399347290911;True;2026-04-23 15:51:39.440356;216;785
Censo identifica 7.865 pessoas em situação de rua na cidade do Rio;https://agenciabrasil.ebc.com.br/geral/noticia/2023-04/censo-identifica-7865-pessoas-em-situacao-de-rua-na-cidade-do-rio;Rio de Janeiro;RJ;Outros;-22.91882606435736;-43.21065167995533;True;2026-04-23 15:51:44.271760;216;785
Prefeitura do Rio divulga resultados do novo Censo de População de Rua 2022;https://prefeitura.rio/assistencia-social-direitos-humanos/prefeitura-do-rio-divulga-resultados-do-novo-censo-de-populacao-de-rua-2022/;São Paulo;SP;Outros;-23.542711649648176;-46.640407755620124;True;2026-04-23 15:51:49.246238;159;785
População em situação de rua aumentou durante a pandemia – Fiocruz Brasília;https://www.fiocruzbrasilia.fiocruz.br/populacao-em-situacao-de-rua-aumentou-durante-a-pandemia/;Rio de Janeiro;RJ;Outros;-22.930057787268343;-43.213000114233374;True;2026-04-23 15:51:52.507463;216;785
Observatório Brasileiro de Políticas Públicas;https://obpoprua.direito.ufmg.br/;Rio de Janeiro;RJ;Outros;-22.894305678316766;-43.20153165248394;True;2026-04-23 15:51:54.930088;216;785
Aumenta em 25% o número de pessoas em situação de rua no país;https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2025-01/aumenta-em-25-o-numero-de-pessoas-em-situacao-de-rua-no-pais;Rio de Janeiro;RJ;Outros;-22.920938662596182;-43.22601453792148;True;2026-04-23 15:51:58.533975;216;785
População de rua terá censo e novo programa de moradia;https://revistapesquisa.fapesp.br/populacao-de-rua-tera-censo-e-novo-programa-de-moradia/;Rio de Janeiro;RJ;Outros;-22.902875258918787;-43.212620829340565;True;2026-04-23 15:52:01.370748;216;785
335 mil pessoas estão em situação de rua no Brasil, aponta UFMG;https://g1.globo.com/mg/minas-gerais/noticia/2025/04/14/brasil-mais-de-335-mil-pessoas-em-situacao-de-rua-levantamento.ghtml;Rio de Janeiro;RJ;Outros;-22.82310422648508;-42.36182662118115;True;2026-04-23 15:52:04.531101;216;785
INSS integra ação social voltada à população em situação de rua no Rio de Janeiro;https://www.gov.br/inss/pt-br/assuntos/inss-integra-acao-social-voltada-a-populacao-em-situacao-de-rua-no-rio-de-janeiro;Rio de Janeiro;RJ;Outros;-22.843349965310434;-42.32893924432498;True;2026-04-23 15:52:10.523599;216;785
Censo: População de rua cresce no Rio chega a 8,2 mil;https://g1.globo.com/rj/rio-de-janeiro/noticia/2026/01/14/novo-censo-de-pessoas-em-situacao-de-rua-no-rio.ghtml;Rio de Janeiro;RJ;Outros;-22.914084047346872;-43.208797895331365;True;2026-04-23 15:52:13.840931;216;785
Mortalidade de pessoas em situação de rua é 348% maior do que da população geral, diz pesquisa – Fiocruz Brasília;https://www.fiocruzbrasilia.fiocruz.br/mortalidade-de-pessoas-em-situacao-de-rua-e-348-maior-do-que-da-populacao-geral-diz-pesquisa/;Rio de Janeiro;RJ;Morte;-22.851257472952952;-42.36617946014842;True;2026-04-23 15:52:16.198744;216;754
Censo aponta aumento da população em situação de rua no Rio de Janeiro;https://www.anf.org.br/censo-aponta-aumento-da-populacao-em-situacao-de-rua-no-rio-de-janeiro/;Rio de Janeiro;RJ;Outros;-22.84724525035822;-42.3635494903681;True;2026-04-23 15:52:18.997831;216;785
Mapeamento da População em Situação de Rua na cidade do Rio de Janeiro;https://www.academia.edu/44837829/Mapeamento_da_População_em_Situação_de_Rua_na_cidade_do_Rio_de_Janeiro;Rio de Janeiro;RJ;Outros;-22.89380312920191;-43.217551561277205;True;2026-04-23 15:52:21.047423;216;785
População em situação de rua;https://educacao.uol.com.br/colunas/lucila-cano/2013/07/19/populacao-em-situacao-de-rua.htm;Rio de Janeiro;RJ;Morte;-22.894141960417468;-43.20508418302712;True;2026-04-23 15:52:24.219955;216;754
Defensoria Pública na defesa das pessoas em situação de rua;https://cj.estrategia.com/portal/defensoria-publica-defesa-pessoas-situacao-rua/;Rio de Janeiro;RJ;Outros;-22.903913775765506;-43.22226206245886;True;2026-04-23 15:52:27.381482;216;785
PESSOAS EM SITUAÇÃO DE RUA E PESSOAS EM ERRÂNCIA: Estudo comparativo entre o Projeto de Lei 5740/2016, a Agenda 2030 e a Carta Brasileira para Cidades Inteligentes;https://www.indexlaw.org/index.php/revistadspp/article/view/10465;Rio de Janeiro;RJ;Outros;-22.928632110946296;-43.201388688459076;True;2026-04-23 15:52:45.255408;216;785
;https://bvsms.saude.gov.br/bvs/publicacoes/saude_populacao_situacao_rua.pdf;Rio de Janeiro;RJ;Outros;-22.918306394093147;-43.19283822455516;True;2026-04-23 15:52:50.363015;216;785
Estudo da prefeitura diz que Rio tem 4.628 pessoas em situação de rua, 67,6% a menos que em 2016;https://oglobo.globo.com/rio/estudo-da-prefeitura-diz-que-rio-tem-4628-pessoas-em-situacao-de-rua-676-menos-que-em-2016-22533647;Rio de Janeiro;RJ;Outros;-22.89761687872703;-43.157931610453524;True;2026-04-23 15:52:53.470343;216;785
Justiça Determina Ações Urgentes para População em Situação de Rua no RJ;https://agazetadorio.com.br/justica-populacao-situacao-rua-rio-janeiro/;Rio de Janeiro;RJ;Outros;-22.852901159806088;-42.34267999540148;True;2026-04-23 15:52:56.957280;216;785
MPF aponta omissão do município do Rio de Janeiro em políticas para população em situação de rua;https://veja.abril.com.br/politica/mpf-aponta-omissao-do-municipio-do-rio-de-janeiro-em-politicas-para-populacao-em-situacao-de-rua/;Rio de Janeiro;RJ;Outros;-22.9019709151583;-43.220923268529475;True;2026-04-23 15:53:01.298802;216;785
População em situação de rua não triplicou no Brasil em um ano e meio;https://agenciagov.ebc.com.br/noticias/202410/populacao-em-situacao-de-rua-nao-triplicou-no-brasil-em-um-ano-e-meio;Rio de Janeiro;RJ;Outros;-22.919490575870892;-43.20832282233761;True;2026-04-23 15:53:04.526407;216;785
DESAFIOS ENFRENTADOS PELA POPULAÇÃO EM SITUAÇÃO DE RUA NO ACESSO AOS SERVIÇOS DE SAÚDE BUCAL: UMA REVISÃO DA LITERATURA;https://ojs.focopublicacoes.com.br/foco/article/view/4476;Rio de Janeiro;RJ;Outros;-22.89255412771257;-43.20146739073165;True;2026-04-23 15:53:18.185180;216;785
Justiça no Rio: Ações Imediatas para População em Situação de Rua;https://rjnoar.com.br/justica-rio-populacao-situacao-rua/;Rio de Janeiro;RJ;Outros;-22.905517689956703;-43.20574961353632;True;2026-04-23 15:53:22.422897;216;785
População em situação de rua e o direito de acesso aos serviços de saúde;https://www2.faac.unesp.br/ridh3/index.php/ridh/article/view/124;Rio de Janeiro;RJ;Outros;-22.917176302400705;-43.60600246232468;True;2026-04-23 15:53:34.716852;216;785
;https://repositorio.ipea.gov.br/server/api/core/bitstreams/fe627061-d787-4785-9fd1-e5f5591689e9/content;Rio de Janeiro;RJ;Outros;-22.89643502290005;-43.19164611097906;True;2026-04-23 15:53:37.729017;216;785
Movimento Nacional De População Em Situação De Rua Do Rio De Janeiro;https://www.facebook.com/mnpsrrj/?locale=pt_BR;Rio de Janeiro;RJ;Outros;-22.872371274558994;-43.243696470697834;True;2026-04-23 15:53:40.862965;216;785
"Número de pessoas em situação de rua no Rio aumentou; maioria é preta ou parda e possui baixa escolaridade";https://g1.globo.com/rj/rio-de-janeiro/noticia/2023/04/14/numero-de-pessoas-em-situacao-de-rua-no-rio-aumentou-maioria-e-preta-ou-parda-e-possui-baixa-escolaridade.ghtml;Rio de Janeiro;RJ;Outros;-22.840339600707207;-42.359236741419174;True;2026-04-23 15:53:43.450799;216;785
Os invisibilizados da cidade: o estigma da População em Situação de Rua no Rio de Janeiro;https://www.scielo.br/j/sdeb/a/HvKgfjxk3zpktcHBKFMn6tz/;Rio de Janeiro;RJ;Outros;-22.853607480204012;-42.332260507423;True;2026-04-23 15:53:45.918159;216;785
Soteropolitano em situação de rua é morto a tiros no Rio de Janeiro;https://atarde.com.br/policia/soteropolitano-em-situacao-de-rua-e-morto-a-tiros-no-rio-de-janeiro-1365398;Rio de Janeiro;RJ;Morte;-22.805950746616396;-43.2277691501485;True;2026-04-23 15:53:49.223166;216;754
;https://ipp.prefeitura.rio/wp-content/uploads/sites/64/2023/12/maio_-apresentacao-conselho-informacoes-2023_compressed.pdf;Rio de Janeiro;RJ;Outros;-22.927974422311685;-43.20510118052859;True;2026-04-23 15:53:52.367683;216;785
Google Maps;https://maps.google.com.br/;Rio de Janeiro;RJ;Outros;-22.913936492396825;-43.206596078294574;True;2026-04-23 15:53:56.103871;216;785
Morador de rua é morto com golpe de facão no RJ;https://jornaldebrasilia.com.br/noticias/brasil/morador-de-rua-e-morto-com-golpe-de-facao-no-rj/;Rio de Janeiro;RJ;Morte;-22.795478904331617;-43.21763283043002;True;2026-04-23 15:54:01.006069;216;754
Vídeo mostra início da confusão e segurança agredindo até a morte morador de rua com cassetete;https://g1.globo.com/rj/rio-de-janeiro/noticia/2024/08/23/video-mostra-inicio-da-confusao-e-seguranca-agredindo-ate-a-morte-morador-de-rua-com-cassetete.ghtml;Rio de Janeiro;RJ;Morte;-22.92667957066613;-43.18959188925447;True;2026-04-23 15:54:04.620478;216;754
Sem chance de defesa: três pessoas em situação de rua são atacadas a tiros no Rio enquanto dormiam. Duas vítimas morreram;https://oglobo.globo.com/rio/noticia/2025/10/18/sem-chance-de-defesa-tres-pessoas-em-situacao-de-rua-sao-assassinadas-no-rio-enquanto-dormiam-duas-vitimas-morreram.ghtml;Salvador;BA;Morte;-12.97170408389408;-38.4685549542166;True;2026-04-23 15:54:09.584151;61;754
Facebook;https://www.facebook.com/reel/1287643043342118/;Rio de Janeiro;RJ;Outros;-22.906733137278913;-43.19944582919026;True;2026-04-23 15:54:12.239108;216;785
Moradora de rua é encontrada morta na Cinelândia, no Rio;https://www.tupi.fm/rio/moradora-de-rua-e-encontrada-morta-na-cinelandia-no-rio/;Rio de Janeiro;RJ;Morte;-22.92308788313382;-43.20242389134834;True;2026-04-23 15:54:16.793499;216;754
Dois homens em situação de rua são mortos com tiros de fuzil no Rio de Janeiro;https://www.terra.com.br/noticias/brasil/cidades/dois-homens-em-situacao-de-rua-sao-mortos-com-tiros-de-fuzil-no-rio-de-janeiro,6984801b28e59a6ccf17ef65fc63b75fftifmw0g.html;Rio de Janeiro;RJ;Morte;-22.844223565694953;-43.32662758852222;True;2026-04-23 15:54:20.303692;216;754
Morador em situação de rua é morto após reagir a abordagem policial em Campos (RJ);https://noticias.r7.com/rio-de-janeiro/interior/rj-record-interior-rj/morador-em-situacao-de-rua-e-morto-apos-reagir-a-abordagem-policial-em-campos-rj-10122025/;Rio de Janeiro;RJ;Morte;-22.814654242210572;-43.22157453580563;True;2026-04-23 15:54:24.025104;216;754
Empresário é morto no Centro do Rio e suspeito seria morador de rua que recebia ajuda;https://www.band.com.br/bandnews-fm/rio-de-janeiro/noticias/empresario-e-morto-no-centro-do-rio-e-suspeito-seria-morador-de-rua-que-recebia-ajuda-202508051306;Rio de Janeiro;RJ;Morte;-22.923887480324307;-43.21684842132607;True;2026-04-23 15:54:27.687270;216;754
Morador de rua morre ao ser atingido por bala perdida no Rio de Janeiro;https://sbtnews.sbt.com.br/noticia/jornalismo/132176-morador-de-rua-morre-ao-ser-atingido-por-bala-perdida-no-rio-de-janeiro;Rio de Janeiro;RJ;Morte;-22.902032125585002;-43.19525957375506;True;2026-04-23 15:54:31.210066;216;754
Mulher pagou enterro de morador de rua morto em padaria: 'Poupar a família';https://noticias.uol.com.br/cotidiano/ultimas-noticias/2020/12/04/mulher-pagou-enterro-de-morador-de-rua-morto-em-padaria-poupar-a-familia.htm;Rio de Janeiro;RJ;Morte;-22.91102534975101;-43.21478417063145;True;2026-04-23 15:54:34.151649;216;754
Segurança acusado de matar morador de rua vai a júri popular;https://oglobo.press/article.php?id=320701&slug=segurana-acusado-de-matar-morador-de-rua-vai-a-júri-popular-g1;Rio de Janeiro;RJ;Morte;-22.470460118424548;-43.57157145263223;True;2026-04-23 15:54:38.139046;216;754
Polícia procura lutador de jiu-jitsu acusado de espancar até a morte morador de rua em Petrópolis;https://www.band.com.br/noticias/policia-procura-lutador-de-jiu-jitsu-acusado-de-espancar-ate-a-morte-morador-de-rua-em-petropolis-16326567;Rio de Janeiro;RJ;Morte;-22.901386571903515;-43.211878146540535;True;2026-04-23 15:54:41.992096;216;754
Imagens mostram morador de rua sendo morto a pauladas no Rio;https://enfoco.com.br/noticias/policia/imagens-mostram-morador-de-rua-sendo-morto-a-pauladas-no-rio-110970;Rio de Janeiro;RJ;Morte;-22.895376057399357;-43.22725277653068;True;2026-04-23 15:54:46.940323;216;754
Vídeo: veja o momento em que policial civil do Rio de Janeiro mata morador de rua a tiros em BH;https://www.otempo.com.br/cidades/2025/2/26/video-veja-o-momento-em-que-policial-civil-do-rio-de-janeiro-mata-morador-de-rua-a-tiros-em-bh;Rio de Janeiro;RJ;Outros;-22.908385058761347;-43.216161252294256;True;2026-04-23 15:54:49.662477;216;785
Adolescente é apreendido por incendiar morador de rua no Rio de Janeiro;https://ohoje.com/2025/02/21/adolescente-e-apreendido-por-incendiar-morador-de-rua-no-rio-de-janeiro/;Rio de Janeiro;RJ;Morte;-22.838855241811366;-42.33575896698758;True;2026-04-23 15:54:52.775128;216;754
Make Your Day;https://www.tiktok.com/discover/video-do-cientista-que-virou-morador-de-rua-no-rio-de-ajanriro;Rio de Janeiro;RJ;Outros;-22.91239106071379;-43.19692851346035;True;2026-04-23 15:54:55.732706;216;785
Morador de rua morre dentro de padaria no Rio e corpo é ignorado por clientes;https://www.maisgoias.com.br/brasil/morador-de-rua-morre-dentro-de-padaria-no-rio-e-corpo-e-ignorado-por-clientes/;Rio de Janeiro;RJ;Morte;-22.925663471734858;-43.19834250570292;True;2026-04-23 15:54:59.304370;216;754
Moradores das favelas do Rio de Janeiro protestam contra “massacre policial”;https://www.jm-madeira.pt/mundo/moradores-das-favelas-do-rio-de-janeiro-protestam-contra-massacre-policial-BO19063543;Rio de Janeiro;RJ;Morte;-22.85211836494205;-43.28669849385015;True;2026-04-23 15:55:03.929700;216;754
#SalaSocial: Moradores de rua do Rio ganham biografia em versão de projeto de NY;https://www.bbc.com/portuguese/noticias/2014/10/141006_salasocial_invisiveis_rs;Rio de Janeiro;RJ;Morte;-22.874456540676505;-43.25529597032323;True;2026-04-23 15:55:07.472929;216;754
Moradores de rua improvisam varais de roupas em calçadas no Centro do Rio;https://diariodorio.com/moradores-de-rua-improvisam-varais-de-roupas-em-calcadas-no-centro-do-rio/;Rio de Janeiro;RJ;Outros;-22.90949762214;-43.187660849081006;True;2026-04-23 15:55:14.126539;216;785
Moradores de Copacabana sofrem com barulho excessivo de supermercado: ‘perturbação 24h’;https://diariodorio.com/moradores-de-copacabana-sofrem-com-barulho-excessivo-de-supermercado-perturbacao-24h/;Rio de Janeiro;RJ;Outros;-22.952842876652685;-43.181358250675714;True;2026-04-23 15:55:19.096606;216;785
Violência em Rio Branco: morador de rua é atacado a tiros;https://acreinfoco.com/2025/05/violencia-em-rio-branco-morador-de-rua-e-atacado-a-tiros/;Rio de Janeiro;RJ;Morte;-22.92937360697872;-43.190685148946415;True;2026-04-23 15:55:22.224624;216;754
Morador em situação de rua leva ripada na cabeça após discussão no bairro Habitasa em Rio Branco;https://yaconews.com/2025/06/morador-em-situacao-de-rua-leva-ripada-na-cabeca-apos-discussao-no-bairro-habitasa-em-rio-branco/;Rio de Janeiro;RJ;Violência;-22.928139462865257;-43.22770665981973;True;2026-04-23 15:55:25.573493;216;81
Morador de rua é encontrado morto e com possíveis marcas de ripadas, em Rio Branco;https://agazeta.net/morador-de-rua-e-encontrado-morto-e-com-possiveis-marcas-de-ripadas-em-rio-branco/;Rio de Janeiro;RJ;Morte;-22.89466489922499;-43.22690220284111;True;2026-04-23 15:55:29.900216;216;754
Moradores protestam após morte de rapaz baleado em festa junina;https://agenciabrasil.ebc.com.br/geral/noticia/2025-06/moradores-protestam-apos-morte-de-rapaz-baleado-em-festa-junina;Rio de Janeiro;RJ;Morte;-22.90450632074259;-43.19957853177246;True;2026-04-23 15:55:32.986802;216;754
Morador de rua é morto com facão no RJ;https://www1.folha.uol.com.br/amp/cotidiano/2026/02/morador-de-rua-e-morto-com-golpe-de-facao-no-rj-suspeito-e-preso.shtml;Rio de Janeiro;RJ;Morte;-22.79592344724462;-43.200625259270005;True;2026-04-23 15:55:35.551281;216;754
Segurança acusado de matar morador de rua vai a júri popular;https://g1.globo.com/rj/rio-de-janeiro/noticia/2026/02/03/seguranca-acusado-de-matar-morador-de-rua-a-golpes-de-cassetete-vai-a-juri-popular.ghtml;Rio de Janeiro;RJ;Outros;-22.467976670110513;-43.59203422445284;True;2026-04-23 15:55:38.784599;216;785
Polícia investiga morte de morador de rua no Centro do Rio;https://g1.globo.com/rj/rio-de-janeiro/noticia/2024/08/23/policia-investiga-morte-de-morador-de-rua-no-centro-do-rio.ghtml;Rio de Janeiro;RJ;Morte;-22.930724140262097;-43.2146782425638;True;2026-04-23 15:55:43.399525;216;754
"Homem é preso por matar morador de rua enquanto ele dormia; câmeras registraram crime | #AloVoce";https://www.youtube.com/watch?v=jz-4AQVYRb0;Rio de Janeiro;RJ;Outros;-22.9075386260002;-43.21554719811232;True;2026-04-23 15:55:46.362587;216;785
Homem é condenado a 12 anos por matar morador em situação de rua;https://odia.ig.com.br/rio-de-janeiro/2025/09/7124040-homem-e-condenado-a-12-anos-por-matar-morador-em-situacao-de-rua.html;Rio de Janeiro;RJ;Outros;-22.930069780220833;-43.221651455179305;True;2026-04-23 15:55:48.574511;216;785
[vídeo] Homem é preso por matar morador em situação de rua na Zona Norte;https://radio93.com.br/noticias/rj/video-homem-e-preso-por-matar-morador-em-situacao-de-rua-na-zona-norte/;Rio de Janeiro;RJ;Morte;-22.91231547421421;-43.243711294323475;True;2026-04-23 15:55:52.664974;216;754
Grupo é preso após planejar, pela internet, matar morador de rua no Rio;https://www.cnnbrasil.com.br/nacional/sudeste/rj/grupo-e-preso-apos-planejar-pela-internet-matar-morador-de-rua-no-rio/;Rio de Janeiro;RJ;Violência;-22.817884474256655;-42.3306648123796;True;2026-04-23 15:55:55.555736;216;81
Morte de Claudinho, morador de rua de Santa Teresa, comove moradores e amigos como Chico Chico: 'Me deu calça, tênis';https://oglobo.globo.com/rio/bairros/zona-sul/noticia/2026/01/26/morte-de-claudinho-morador-de-rua-de-santa-teresa-comove-moradores-e-amigos-como-chico-chico-me-deu-calca-tenis.ghtml;Rio de Janeiro;RJ;Morte;-22.8934079285624;-43.18083662796477;True;2026-04-23 15:56:00.844841;216;754
Guardas municipais presenciaram início da briga que terminou com a morte de morador de rua, mas não se levantaram;https://g1.globo.com/rj/rio-de-janeiro/noticia/2024/08/24/guardas-municipais-presenciaram-inicio-da-briga-que-terminou-com-a-morte-de-morador-de-rua-mas-nao-se-levantaram.ghtml;Rio de Janeiro;RJ;Morte;-22.905576900245048;-43.217015234292376;True;2026-04-23 15:56:03.678348;216;754
Morador de rua é morto a poucos metros de delegacia em São Gonçalo;https://www.cnnbrasil.com.br/nacional/sudeste/rj/morador-de-rua-e-morto-a-poucos-metros-de-delegacia-em-sao-goncalo/;Rio de Janeiro;RJ;Morte;-22.820925134327947;-43.212195740862114;True;2026-04-23 15:56:05.338215;216;754
Homem é preso após matar morador de rua com facada no pescoço no RJ;https://www.band.com.br/noticias/brasil-urgente/ultimas/homem-e-preso-apos-matar-morador-de-rua-com-facada-no-pescoco-no-rj-202602091733;Rio de Janeiro;RJ;Morte;-22.841525959283555;-43.31998231302077;True;2026-04-23 15:56:09.025370;216;754
Magé, Rio de Janeiro: centro do assassinato político;https://apublica.org/2024/10/mage-rio-de-janeiro-centro-do-assassinato-politico/;Rio de Janeiro;RJ;Morte;-22.596839400436064;-43.1749418955957;True;2026-04-23 15:56:17.675767;216;754
Assassinato político de Marielle Franco reativa as ruas e desafia intervenção no Rio;https://brasil.elpais.com/brasil/2018/03/16/politica/1521157108_642756.html;São Paulo;SP;Morte;-23.519299900871363;-46.631259802508545;True;2026-04-23 15:56:20.381162;159;754
Choque de desordem: desemprego, despejo e assassinato de militantes dos movimentos sociais do Rio de Janeiro;https://passapalavra.info/2009/03/2191/;Rio de Janeiro;RJ;Morte;-22.9209207916035;-43.19424585636073;True;2026-04-23 15:56:24.732293;216;754
Manifesto de Repúdio pelo Assassinato dos Pescadores da AHOMAR;https://br.boell.org/pt-br/2012/06/29/manifesto-de-repudio-pelo-assassinato-dos-pescadores-da-ahomar;Rio de Janeiro;RJ;Morte;-22.915620034531134;-43.203055749851885;True;2026-04-23 15:56:28.745636;216;754
Estado do Rio teve 96 assassinatos de pessoas trans e travestis nos últimos oito anos;https://temporealrj.com/estado-do-rio-teve-96-assassinatos-de-pessoas-trans-e-travestis-nos-ultimos-oito-anos/;Rio de Janeiro;RJ;Morte;-22.901777568022172;-43.18982287391195;True;2026-04-23 15:56:31.214006;216;754
A METÁSTASE: O assassinato de Marielle Franco e o avanço das milícias no Rio – Allan de Abreu – Crônicas do Sul;https://cronicasdosul.com/2019/03/18/a-metastase-o-assassinato-de-marielle-franco-e-o-avanco-das-milicias-no-rio-allan-de-abreu/;Rio de Janeiro;RJ;Morte;-22.895826450484044;-43.17866525094058;True;2026-04-23 15:56:33.599094;216;754
Violência em Rio Branco: capital registra três assassinatos em menos de 12 horas;https://acreinfoco.com/2025/06/violencia-em-rio-branco-capital-registra-tres-assassinatos-em-menos-de-12-horas/;Rio de Janeiro;RJ;Violência;-22.928679792468646;-43.20810737978415;True;2026-04-23 15:56:36.657883;216;81
Homens atacam a tiros e matam duas pessoas em situação de rua no RJ;https://agenciabrasil.ebc.com.br/geral/noticia/2025-10/moradores-em-situacao-sao-atacados-por-homens-armardos-no-rio;Rio de Janeiro;RJ;Morte;-22.829222386053573;-42.35003363167791;True;2026-04-23 15:56:40.324649;216;754
"ABSURDO: Homem é preso por assassinato brutal de morador em situação de rua enquanto dormia no Rio de Janeiro; veja o vídeo:";https://www.cic7noticias.com/casos-de-policia/absurdo-homem-e-preso-por-assassinato-brutal-de-morador-em-situacao-de-rua-enquanto-dormia-no-rio-de-janeiro-veja-o-video/;Rio de Janeiro;RJ;Morte;-22.9172983305208;-43.2153886494521;True;2026-04-23 15:56:46.086762;216;754
Polícia investiga assassinato de dois homens em situação de rua sob viaduto no Rio;https://lexlegal.com.br/policia-investiga-assassinato-de-dois-homens-em-situacao-de-rua-sob-viaduto-no-rio/;Rio de Janeiro;RJ;Morte;-22.90992820170083;-43.217470096867046;True;2026-04-23 15:56:50.027910;216;754
Moradores de rua são mortos com tiros de fuzil no RJ;https://www.brasil247.com/regionais/sudeste/moradores-de-rua-sao-mortos-com-tiros-de-fuzil-no-rj;Rio de Janeiro;RJ;Morte;-22.85426026675155;-43.31211542794781;True;2026-04-23 15:56:52.307480;216;754
Polícia frustra assassinato de morador de rua que seria transmitido ao vivo;https://estadodoparanews.com.br/policia-frustra-assassinato-de-morador-de-rua-que-seria-transmitido-ao-vivo/;Rio de Janeiro;RJ;Violência;-22.9297423323589;-43.189698822019814;True;2026-04-23 15:56:55.793964;216;81
"Polícia prende suspeito de matar homem em situação de rua; vítima foi atacada enquanto dormia na calçada";https://oglobo.globo.com/rio/noticia/2026/02/10/policia-prende-suspeito-de-matar-homem-em-situacao-de-rua-vitima-foi-atacada-enquanto-dormia-na-calcada.ghtml;Rio de Janeiro;RJ;Outros;-22.906681295429827;-43.222544551013;True;2026-04-23 15:56:59.189029;216;785
Três homens são presos suspeitos de planejar matar morador de rua;https://agenciabrasil.ebc.com.br/geral/noticia/2025-04/tres-homens-sao-presos-suspeitos-de-planejar-matar-morador-de-rua;Rio de Janeiro;RJ;Violência;-22.914308870786527;-43.2137344385458;True;2026-04-23 15:57:05.781950;216;81
Polícia prende homem acusado de assassinar morador de rua no Rio de Janeiro | #SBTBrasil;https://www.youtube.com/watch?v=hIPgn6KXpmk;Rio de Janeiro;RJ;Outros;-22.845530815408075;-42.347535465489614;True;2026-04-23 15:57:09.355202;216;785
Três homens são presos suspeitos de planejar matar morador de rua;https://noticias.uol.com.br/ultimas-noticias/agencia-brasil/2025/04/20/tres-homens-sao-presos-suspeitos-de-planejar-matar-morador-de-rua.htm;Rio de Janeiro;RJ;Violência;-22.927885868552128;-43.225658353540695;True;2026-04-23 15:57:12.854661;216;81
"Polícia Civil descobre que homem em situação de rua iria ser morto na Páscoa e prende três suspeitos; crime seria transmitido ao vivo";https://oglobo.globo.com/rio/noticia/2025/04/20/policia-civil-descobre-que-homem-em-situacao-de-rua-iria-ser-morto-na-pascoa-e-prende-tres-suspeitos-crime-seria-transmitido-ao-vivo.ghtml;Rio de Janeiro;RJ;Morte;-22.90273901317771;-43.192606340364016;True;2026-04-23 15:57:17.197799;216;754
Grupo na web que incita violência contra morador de rua no Rio é investigado após assassinato;https://g1.globo.com/rio-de-janeiro/noticia/grupo-na-web-que-incita-violencia-contra-morador-de-rua-no-rio-e-investigado-apos-assassinato.ghtml;Rio de Janeiro;RJ;Violência;-22.820785291934897;-42.364618620902085;True;2026-04-23 15:57:20.775544;216;81
Segurança é preso após matar morador de rua a pauladas na Praça Mauá;https://www.tupi.fm/rio/seguranca-e-preso-apos-matar-morador-de-rua-a-pauladas-na-praca-maua/;Rio de Janeiro;RJ;Morte;-22.916619639873694;-43.214359177242464;True;2026-04-23 15:57:26.932070;216;754
