titulo;url;municipio;uf;categoria;latitude;longitude;tipo_localizacao;localizacao_confirmada;qtd_municipio;qtd_categoria;data
Andarilho morto a tiros no Belo Horizonte é um fugitivo de Justiça da Paraíba;https://www.mossorohoje.com.br/noticias/23147-andarilho-morto-a-tiros-no-belo-horizonte-e-um-fugitivo-de-justica-da-paraiba;Belo Horizonte;31;Morte;-19.906226296475538;-43.916929546123946;municipio;True;8;199;2018-07-11 20:30:11-03:00
Andarilho é morto a pedradas às margens de rodovia, no Agreste alagoano;https://www.jaenoticia.com.br/noticias/2021/04/08/83498-andarilho-e-morto-a-pedradas-as-margens-de-rodovia-no-agreste-alagoano;Não Identificado;NI;Morte;-14.243266949583566;-51.90541790194249;municipio;True;75;199;2021-04-08 00:00:00
Andarilho é morto por engano com tiros e golpes de pedaço de vaso sanitário;https://www.otempo.com.br/cidades/andarilho-e-morto-por-engano-com-tiros-e-golpes-de-pedaco-de-vaso-sanitario-1.2242391;Ribeirão;26;Morte;-8.513638693215828;-35.36196031044986;municipio;True;1;199;2026-04-16 13:57:22.096902
ANDARILHO É MORTO A TIROS NA ZONA RURAL DE PEDRA, NO AGRESTE DE PERNAMBUCO;https://www.portalagresteviolento.com.br/2025/06/andarilho-e-morto-a-tiros-na-zona-rural-de-pedra-no-agreste-de-pernambuco/;Tiros;31;Morte;-18.98372058391907;-45.96374742487632;municipio;True;6;199;2025-06-12 05:43:03-03:00
Andarilho é morto a facadas e corpo é jogado em rodovia no interior;https://www.gazetadigital.com.br/editorias/policia/andarilho-e-morto-a-facadas-e-corpo-e-jogado-em-rodovia-no-interior/819673;Itaúba;51;Morte;-11.056833590590962;-55.26321403717276;municipio;True;1;199;2026-04-16 13:57:25.975998
Andarilho é morto a tiros por policial em São José;https://g1.globo.com/sp/vale-do-paraiba-regiao/video/andarilho-e-morto-a-tiros-por-policial-em-sao-jose-8100725.ghtml;São José;42;Morte;-27.624891903240872;-48.64690553511499;municipio;True;1;199;2026-04-16 13:57:27.454982
"Andarilho é encontrado morto no estacionamento do hospital de Apodi; Ele estava internado e havia fugido da unidade";https://www.apodi360.com.br/2026/03/andarilho-e-encontrado-morto-no.html;Apodi;24;Morte;-5.666500323867646;-37.79695735216268;municipio;True;1;199;2026-04-16 13:57:29.392639
Polícia busca identificar andarilho atropelado e morto na região;https://sampi.net.br/ovale/noticias/2969380/vale-do-paraiba/2026/03/policia-busca-identificar-andarilho-atropelado-e-morto-na-regiao;Não Identificado;NI;Morte;-14.248910753271176;-51.931541108350345;municipio;True;75;199;2026-03-24 07:46:20-03:00
RESIDENT EVIL 4 REMAKE Localização o morto Andarilho e dica para matar fácil;https://www.youtube.com/watch?v=TzMmaTneoAU;Não Identificado;NI;Morte;-14.224179529008376;-51.9125795628717;municipio;True;75;199;2026-04-16 13:57:32.785403
“The Walking Dead”: as 5 perguntas mais buscadas no Google (com respostas);https://www.elhombre.com.br/the-walking-dead-as-5-perguntas-mais-buscadas-no-google-com-respostas/;Glória;29;Morte;-9.325540327940875;-38.25477607167183;municipio;True;1;199;2021-09-06 19:27:35+00:00
Indígena morto em ataque é velado na comunidade em Iguatemi;https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2025/11/17/indigena-morto-em-ataque-armado-e-velado-em-comunidade-em-ms.ghtml;Iguatemi;50;Morte;-23.685168127173007;-54.54572116361856;municipio;True;1;199;2025-11-17 00:00:00
Quem são os 16 enterrados como indigentes por militares em cemitério do Rio;https://noticias.uol.com.br/cotidiano/ultimas-noticias/2025/05/29/quem-sao-os-16-enterrados-como-indigentes-por-militares-em-cemiterio-do-rio.htm;Antônio Carlos;31;Morte;-21.319413479901776;-43.734659782199806;municipio;True;1;199;2025-05-29 00:00:00
Homem encontrado morto no rio deve ser sepultado como indigente;https://sampi.net.br/jundiai/noticias/2920375/policia/2025/08/homem-encontrado-morto-no-rio-deve-ser-sepultado-como-indigente;Horizonte;23;Morte;-4.108564700992577;-38.45902452643874;municipio;True;1;199;2025-08-05 16:20:23-03:00
RI UFPE: A construção do morto indigente no Instituto Médico Legal de Pernambuco :;https://repositorio.ufpe.br/handle/123456789/36808;Central;29;Morte;-11.14805069475268;-42.12795888125686;municipio;True;23;199;2026-04-16 13:57:49.300838
Enterrado como indigente, jovem teria sido morto por policiais militares há oito anos;https://oglobo.globo.com/rio/enterrado-como-indigente-jovem-teria-sido-morto-por-policiais-militares-ha-oito-anos-9094339;Esperança;25;Morte;-7.008386999234815;-35.8779655528334;municipio;True;1;199;2013-07-19 07:00:00
Indigente morto in Messico, le ultime immagini. Interrogazioni da Pd e M5S;https://www.ilfattoquotidiano.it/2014/10/16/anziano-morto-in-messico-ecco-il-video-delle-ultime-ore-fioccano-interrogazioni-incerto-il-destino-dalla-salma/1157819/;Una;29;Morte;-15.291459727152427;-39.08328699200278;municipio;True;1;199;2014-10-16 00:00:00
Família de ex-paratleta morto em Pernambuco promove vaquinha solidária: ‘Enterrado como indigente’;https://midiamax.com.br/cotidiano/2026/familia-ex-paratleta-morto-pernambuco-promove-vaquinha-solidaria-enterrado-indigente/;Mato Grosso;25;Morte;-6.526668647717065;-37.72188915633939;municipio;True;2;199;2026-03-01 13:54:55+00:00
"Homem encontrado morto está como indigente no IML; ele teria parentes em Muriaé";https://www.guiamuriae.com.br/noticias/policiais/homem-encontrado-morto-esta-como-indigente-no-iml-ele-teria-parentes-em-muriae/;Muriaé;31;Morte;-21.11912830499516;-42.36938001875024;municipio;True;1;199;2019-01-07 12:28:50-02:00
Estudante indígena é tratado como indigente após ser morto em Campinas;https://midianinja.org/estudante-indigena-e-tratado-como-indigente-apos-ser-morto-em-campinas/;Campinas;35;Morte;-22.903684526360006;-47.069117346118816;municipio;True;1;199;2022-02-24 18:49:16+00:00
Morto pela PM em Guarujá (SP) é enterrado como indigente;https://jornaldebrasilia.com.br/nahorah/morto-pela-pm-em-guaruja-sp-e-enterrado-como-indigente/;Bastos;35;Morte;-21.921642518186157;-50.72785900341581;municipio;True;1;199;2026-04-16 13:57:57.263566
‘Levado como indigente’: morto desarmado pela PM, entregador foi deixado de fralda e sem pertences;https://ponte.org/levado-como-indigente-morto-desarmado-pela-pm-entregador-foi-deixado-de-fralda-e-sem-pertences/;Belém;27;Morte;-9.576256927777296;-36.48634961248575;municipio;True;7;199;2025-05-27 14:29:14+00:00
Morto Indigente;https://www.youtube.com/watch?v=mDav9P3oPsk;Não Identificado;NI;Morte;-14.25223399277679;-51.907276108632104;municipio;True;75;199;2026-04-16 13:57:59.912212
Família descobre após oito anos que jovem desaparecido estava morto;https://record.r7.com/balanco-geral/familia-descobre-apos-oito-anos-que-jovem-desaparecido-estava-morto-09062025/;São Paulo;35;Morte;-23.543179262473938;-46.6214781720162;municipio;True;9;199;2025-06-09 18:17:09.160000+00:00
Esta es la identidad del joven que fue asesinado por un indigente mientras paseaba a su perro: lo acuchilló porque no le dio una moneda;https://www.infobae.com/colombia/2025/08/12/esta-es-la-identidad-del-joven-que-fue-asesinado-por-un-indigente-en-itagui-mientras-paseaba-a-su-perro/;Extrema;31;Violência;-22.85157954326239;-46.32302143710964;municipio;True;3;34;2025-08-12 00:00:00
"""Sensação da indignidade"": famílias negras se endividam para custear despesas funerárias";https://www.terra.com.br/nos/sensacao-da-indignidade-familias-negras-se-endividam-para-custear-despesas-funerarias,cc856d741aea700119d70effe59ae26d8973ghls.html;Aparecida;35;Morte;-22.861625738450982;-45.22283874644556;municipio;True;2;199;2023-03-21 18:38:45
Corpo encontrado na rua é de universitário e jovem treinador;https://www.noticiasdecoimbra.pt/corpo-encontrado-na-rua-e-de-universitario-e-jovem-treinador/;Porto;22;Outros;-3.891795211518234;-42.693216345652246;municipio;True;4;93;2026-04-16 13:58:07.385380
corpo encontrado na rua – Tudo Em Dia;https://www.tudoemdia.com/tag/corpo-encontrado-na-rua;Não Identificado;NI;Outros;-14.237843532140376;-51.90639010445903;municipio;True;75;93;2026-04-16 13:58:09.926611
Ator Jeff Machado é encontrado morto e concretado: veja tudo que se sabe sobre o caso;https://www.terra.com.br/noticias/brasil/policia/ator-jeff-machado-e-encontrado-morto-e-concretado-veja-tudo-que-se-sabe-sobre-o-caso,906c1e13ffcedd48f4f4aef226b64a66bfpjdwcz.html;Machado;31;Morte;-21.67977250830593;-45.904710004420494;municipio;True;1;199;2023-05-25 18:53:35
Corpo encontrado na Beira Mar teve órgão genital arrancado e estava no local há 24 horas;https://www.opovo.com.br/noticias/fortaleza/2017/08/corpo-encontrado-na-beira-mar-teve-orgao-genital-arrancado-e-estava-no.html;Não Identificado;NI;Outros;-14.231719904543413;-51.9338923473474;municipio;True;75;93;2017-08-05 12:52:00-03:00
Homem é morto a facadas em briga e corpo encontrado na rua em Dourados;https://ovigilantems.com.br/noticias/ver/13-03-2024/homem-é-morto-a-facadas-em-briga-e-corpo-encontrado-na-rua-em-dourados;Dourados;50;Morte;-22.217260396693657;-54.815964787707436;municipio;True;1;199;2026-04-16 13:58:14.525772
Corpo de pastor italiano é encontrado após emboscada no DF;https://jornaldebrasilia.com.br/brasilia/corpo-de-pastor-italiano-e-encontrado-apos-emboscada-no-df/;Cruz;23;Outros;-2.906648541380793;-40.18537566053842;municipio;True;3;93;2026-04-16 13:58:15.324444
Corpo de pastor italiano de 80 anos é encontrado em área de mata no DF;https://noticias.r7.com/brasilia/cidade-alerta-df/video/corpo-de-pastor-italiano-de-80-anos-e-encontrado-em-area-de-mata-no-df-14042026/;Cruz;23;Outros;-2.920979154235516;-40.188467590003576;municipio;True;3;93;2026-04-14 22:53:45+00:00
"Corpo é encontrado no meio da rua, no Contorno Leste, em Cuiabá; DHPP apura";https://www.gazetadigital.com.br/editorias/policia/corpo-e-encontrado-no-meio-da-rua-no-contorno-leste-em-cuiaba-dhpp-apura/843382;Pedra;26;Morte;-8.48954873418584;-36.9531046763093;municipio;True;2;199;2026-04-16 13:58:21.750533
Corpo de homem em situação de rua é encontrado próximo à Torre de TV em Brasília;https://ogritonews.com.br/2024/09/09/corpo-de-homem-em-situacao-de-rua-e-encontrado-proximo-a-torre-de-tv-em-brasilia/;Brasília;53;Outros;-15.778298918995535;-47.92290380824356;municipio;True;10;93;2024-09-09 00:00:00
Facebook;https://www.facebook.com/reel/1621967989070265/;Não Identificado;NI;Outros;-14.247884579907563;-51.921645944622114;municipio;True;75;93;2026-04-16 13:58:25.471774
Corpo encontrado na rua: morte em Pernambues | ARATU 24 HORAS | TV ARATU;https://www.youtube.com/watch?v=jRVmMEk0fzM;Não Identificado;NI;Outros;-14.226436991529189;-51.91519326751166;municipio;True;75;93;2026-04-16 13:58:27.103391
"Vazam fotos do serial killer ‘Pedrinho Matador’ mort0; veja";https://www.cm7brasil.com/noticias/policia/vazam-fotos-do-serial-killer-pedrinho-matador-mort0-veja/;Liberdade;31;Morte;-22.023757120381877;-44.320887275272206;municipio;True;4;199;2023-03-06 20:49:55+00:00
Polícia prende segundo suspeito de matar pastor evangélico italiano de 80 anos no DF;https://g1.globo.com/df/distrito-federal/noticia/2026/04/15/policia-prende-segundo-suspeito-de-matar-pastor-evangelico-italiano-de-80-anos-no-df.ghtml;Não Identificado;NI;Outros;-14.223540414748939;-51.9280209043535;municipio;True;75;93;2026-04-15 00:00:00
Homem encontrado morto na rua: “É preciso entender como é que era a vida deste senhor”;https://sic.pt/programas/casa-feliz/2024-03-20-homem-encontrado-morto-na-rua-e-preciso-entender-como-e-que-era-a-vida-deste-senhor;Franca;35;Morte;-20.52894475915971;-47.41253086801485;municipio;True;1;199;2024-03-20 00:00:00
Homem encontrado morto na Rua Pitangui, em Divinópolis, é identificado;https://g1.globo.com/mg/centro-oeste/noticia/2025/01/03/homem-encontrado-morto-na-rua-pitangui-em-divinopolis-e-identificado.ghtml;Não Identificado;NI;Morte;-14.221411168299882;-51.93271020612255;municipio;True;75;199;2025-01-03 00:00:00
Homem de 47 anos é encontrado morto em rua do centro de São Paulo;https://www.metropoles.com/sao-paulo/homem-encontrado-morto-centro-sp;São Paulo;35;Morte;-23.536268742682296;-46.648815711482214;municipio;True;9;199;2026-04-16 13:58:38.691144
Homem é encontrado morto na rua e polícia suspeita de hipotermia;https://www.campograndenews.com.br/cidades/interior/homem-e-encontrado-morto-na-rua-e-policia-suspeita-de-hipotermia;Estação;43;Morte;-27.90420442066095;-52.25225615370636;municipio;True;5;199;2026-04-16 13:58:42.366549
Homem é encontrado morto na rua depois de madrugada fria em Mauá;https://www.opovo.com.br/noticias/brasil/2022/05/19/homem-e-encontrado-morto-na-rua-depois-de-madrugada-fria-em-maua.html;Central;29;Morte;-11.119526117136502;-42.128496568132114;municipio;True;23;199;2022-05-19 00:00:00
Tiroteio no Barreiro. Homem encontrado morto na rua;https://www.rtp.pt/noticias/pais/tiroteio-no-barreiro-homem-encontrado-morto-na-rua_v1507312;Não Identificado;NI;Morte;-14.241163614107524;-51.92990636655029;municipio;True;75;199;2026-04-16 13:58:44.751598
Homem é encontrado morto na Rodoferroviária;https://www.gazetadopovo.com.br/vida-e-cidadania/homem-e-encontrado-morto-na-rodoferroviaria-21hedrzwie554m5vihfut0fgu/;Curitiba;41;Morte;-25.429778878130943;-49.27713638722945;municipio;True;3;199;2026-04-16 13:58:46.336856
Homem encontrado morto na rua em Santo Tirso;https://www.cmjornal.pt/portugal/detalhe/homem-encontrado-morto-na-rua-em-santo-tirso;Não Identificado;NI;Morte;-14.219666658618578;-51.928135876181116;municipio;True;75;199;2022-01-24 08:36:25+00:00
Homem em situação de rua é encontrado morto no Santa Paula • Marília Notícia;https://marilianoticia.com.br/homem-em-situacao-de-rua-e-encontrado-morto-no-santa-paula/;Central;29;Morte;-11.144426485580254;-42.098824243107245;municipio;True;23;199;2025-04-14 16:58:12+00:00
Homem armado com duas facas é encontrado morto no meio da rua em Brasília;https://noticias.r7.com/brasilia/balanco-geral-df/video/homem-armado-com-duas-facas-e-encontrado-morto-no-meio-da-rua-em-brasilia-03032026/;Brasília;53;Morte;-15.781992163427677;-47.930514607168384;municipio;True;10;199;2026-03-03 20:24:43+00:00
Homicida que matou homem em situação de rua a pedradas é condenado;https://www.metropoles.com/distrito-federal/homicida-que-matou-homem-em-situacao-de-rua-a-pedradas-e-condenado;Brasília;53;Outros;-15.767651965774348;-47.93840760398349;municipio;True;10;93;2026-04-16 13:58:55.649113
Suspeito segue foragido após morte de pastor italiano no DF durante emboscada;https://jornaldebrasilia.com.br/brasilia/pastor-italiano-e-encontrado-morto-apos-emboscada-em-sao-sebastiao/;Conceição;25;Outros;-7.537707100555997;-38.49483979272863;municipio;True;1;93;2026-04-16 13:58:57.827520
Homem em situação de rua é encontrado morto em ponto de ônibus na Vila Julieta;https://avozdacidade.com/wp/homem-em-situacao-de-rua-e-encontrado-morto-em-ponto-de-onibus-na-vila-julieta/;Brasília;53;Morte;-15.77621459725468;-47.94097942699753;municipio;True;10;199;2026-04-16 13:59:02.332893
Em madrugada gelada, homem em situação de rua é encontrado morto na Rua do Porto, em Piracicaba;https://www.youtube.com/watch?v=Hsb-dUlqJwY;Piracicaba;35;Morte;-22.727977526321116;-47.64104883826306;municipio;True;1;199;2026-04-16 13:59:03.777404
Mulher encontrada morta em rua da Zona Norte de São Paulo pode ter sido vítima de feminicídio;https://cbn.globo.com/sao-paulo/noticia/2025/03/18/mulher-encontrada-morta-em-rua-da-zona-norte-de-sao-paulo-pode-ter-sido-vitima-de-feminicidio.ghtml;São Paulo;35;Outros;-23.528165749173965;-46.646810412160654;municipio;True;9;93;2025-03-18 00:00:00
Mulher decapitada em Mogi das Cruze;https://news.google.com/stories/CAAqNggKIjBDQklTSGpvSmMzUnZjbmt0TXpZd1NoRUtEd2l6cnVqeUVCR3VJQ1RWdGVzRTd5Z0FQAQ?hl=pt-BR&gl=BR&ceid=BR:pt-419;Não Identificado;NI;Outros;-14.223615755986941;-51.91707931683622;municipio;True;75;93;2026-04-16 13:59:06.507171
Identificada, mulher encontrada morta com pescoço quebrado tinha 22 anos;https://www.campograndenews.com.br/cidades/capital/identificada-mulher-encontrada-morta-com-pescoco-quebrado-tinha-22-anos;Campo Grande;50;Outros;-20.445777851361566;-54.636715118820575;municipio;True;7;93;2026-04-16 13:59:08.248105
Mulher é encontrada morta no meio da rua na Serra;https://www.agazeta.com.br/es/policia/mulher-e-encontrada-morta-no-meio-da-rua-na-serra-1122;Jardim;50;Outros;-21.49703408291798;-56.14248922134352;municipio;True;7;93;2022-11-10 14:11:13+00:00
Verifying...;https://dishcuss.com/explore/mulher-encontrada-morta;Não Identificado;NI;Outros;-14.219612322952214;-51.935426000948596;municipio;True;75;93;2026-04-16 13:59:10.528812
Mulher encontrada morta em Marechal foi vítima de espancamento, aponta IML;https://www.tnh1.com.br/noticia/nid/mulher-encontrada-morta-em-marechal-foi-vitima-de-espancamento-aponta-iml/;Marechal Deodoro;27;Morte;-9.703284380547704;-35.91097474040467;municipio;True;1;199;2019-04-23 14:14:23-03:00
Mulher é encontrada morta após temporal em BH neste sábado (21);https://www.em.com.br/gerais/2026/03/7381199-mulher-e-encontrada-morta-apos-temporal-em-bh-neste-sabado-21.html;Alegre;32;Morte;-20.745196136998487;-41.52191117155081;municipio;True;7;199;2026-03-07 00:00:00
Mulher encontrada morta na Baixa de Coimbra. PJ investiga;https://www.noticiasaominuto.com/pais/2837061/mulher-encontrada-morta-na-baixa-de-coimbra-pj-investiga;Coimbra;31;Outros;-20.868109003181946;-42.8022771018036;municipio;True;1;93;2025-08-12 23:34:35+01:00
Mulher encontrada morta em residência na Camacha;https://www.dnoticias.pt/2026/4/16/488525-mulher-encontrada-morta-em-residencia-na-camacha/;Cruz;23;Outros;-2.9212341719292145;-40.1754687355756;municipio;True;3;93;2026-04-16 00:00:00
Mulher trans é encontrada morta com hematomas no rosto em apartamento na Rua Augusta, no Centro de SP;https://g1.globo.com/sp/sao-paulo/noticia/2026/04/03/mulher-trans-e-encontrada-morta-com-hematomas-no-rosto-em-apartamento-na-rua-augusta-no-centro-de-sp.ghtml;Não Identificado;NI;Outros;-14.250636810727915;-51.9133940055905;municipio;True;75;93;2026-04-03 00:00:00
Mulher é encontrada morta em estado de decomposição dentro de apartamento em Sete Lagoas;https://teclemidia.com/2026/04/14/mulher-e-encontrada-morta-em-estado-de-decomposicao-dentro-de-apartamento-em-sete-lagoas/;Sete Lagoas;31;Outros;-19.469450635435898;-44.23354192582298;municipio;True;1;93;2026-04-14 00:00:00
"Mulher é encontrada morta em Arraial d’Ajuda; polícia investiga suspeita de feminicídio";https://radar.news/morte-investiga-mulher-e-encontrada-morta-dentro-de-casa-em-arraial-dajuda/;Arraial;22;Outros;-6.668562545016191;-42.54646600189674;municipio;True;1;93;2026-04-11 09:11:30-03:00
Mulher encontrada morta em área de mata tinha 29 anos e era moradora de rua;https://www.correiobraziliense.com.br/cidades-df/2025/04/7107438-mulher-encontrada-morta-em-area-de-mata-tinha-29-anos-e-era-moradora-de-rua.html;Guará;35;Outros;-20.42218491262383;-47.81192207884352;municipio;True;1;93;2025-04-07 00:00:00
Mulher é encontrada morta na residência no bairro Mimoso III em Luis Eduardo Magalhães;https://blogbraga.com.br/NewsPage/d18b645b-52f5-4b14-99eb-f3bd2b4e6eeb/mulher-e-encontrada-morto-na-residencia-no-bairro-mimoso-iii-em-luis-eduardo-magalhaes/19-10-2025;Não Identificado;NI;Morte;-14.216486351518055;-51.93663886816587;municipio;True;75;199;2026-04-16 13:59:28.429454
Hickory Dickory Dock – Wikipédia, a enciclopédia livre;https://pt.wikipedia.org/wiki/Morte_na_rua_Hickory;Diamante;25;Outros;-7.431614749060103;-38.24549070879925;municipio;True;1;93;2026-04-16 13:59:30.543258
Acerto de contas, tiros e morte na Asa Norte aumentam sensação de insegurança;https://www.correiobraziliense.com.br/cidades-df/2025/09/7256445-acerto-de-contas-tiros-e-morte-na-asa-norte-aumentam-sensacao-de-inseguranca.html;Brasília;53;Morte;-15.781453871773014;-47.918453884566105;municipio;True;10;199;2025-09-07 00:00:00
PCDF prende dois suspeitos e esclarece morte de idoso italiano em São Sebastião;https://fatosonline.com.br/pcdf-prende-dois-suspeitos-e-esclarece-morte-de-idoso-italiano-em-sao-sebastiao/;Custódia;26;Outros;-8.080499827388605;-37.6519149882085;municipio;True;5;93;2026-04-15 00:00:00
Homem em situação de rua é morto a facadas em Pedro Canário;https://www.folhavitoria.com.br/policia/homem-em-situacao-de-rua-e-morto-a-facadas-na-rodoviaria-de-pedro-canario/;Pedro Canário;32;Morte;-18.289357781330583;-39.955441786532475;municipio;True;1;199;2026-04-12 22:56:31+00:00
morte na rua hickory agatha christie;https://www.americanas.com.br/s?q=morte+na+rua+hickory+agatha+christie&fuzzy=0&operator=and&facets=fuzzy,operator&sort=score_desc&page=0;Não Identificado;NI;Outros;-14.227605098380709;-51.93447910849428;municipio;True;75;93;2026-04-16 13:59:42.845942
A maior coleção de livros de bolso do Brasil;https://www.lpm.com.br/site/default.asp?Template=../livros/layout_produto.asp&CategoriaID=927382&ID=508251;Não Identificado;NI;Outros;-14.25095851548848;-51.93705879215891;municipio;True;75;93;2026-04-16 13:59:44.794176
Ficha técnica Morte na Rua - Elenco, Personagens e muito mais;https://filmow.com/morte-na-rua-t220449/ficha-tecnica/;Não Identificado;NI;Violência;-14.230218953483702;-51.94122817384121;municipio;True;75;34;2026-04-16 13:59:45.717180
MORTE NA RUA BRÁS BERNARDINO;https://www.topleituras.com/livros/morte-rua-bras-bernardino-2d13;Não Identificado;NI;Outros;-14.239255268028874;-51.936738525309615;municipio;True;75;93;2026-04-16 13:59:46.770582
Samuel Fuller Porto • OLX.pt;https://www.olx.pt/d/anuncio/morte-na-rua-beethoven-samuel-fuller-IDIwXx5.html?search_reason=search|organic;Porto;22;Outros;-3.892548279458991;-42.70228471391612;municipio;True;4;93;2026-04-16 13:59:48.996648
Morte na Rua Avanhandava;https://haikaieditora.com.br/produto/morte-na-rua-avanhandava/;Avanhandava;35;Outros;-21.467041870864602;-49.93863145504709;municipio;True;1;93;2024-05-28 20:20:34+00:00
"Jovem de 19 anos morre após briga de rua no Distrito Federal; homem que filmava também é preso - Jornal Opção";https://entorno.jornalopcao.com.br/policia/jovem-de-19-anos-morre-apos-briga-de-rua-no-distrito-federal-homem-que-filmava-tambem-e-preso-30023/;Liberdade;31;Morte;-22.02078627532592;-44.31096792704531;municipio;True;4;199;2026-02-16 14:13:33+00:00
O início é BOM? Morte na Rua Hickory - Agatha Christie - Resenha OsTrêsLivreteiros (1/4);https://www.youtube.com/watch?v=sqG0N7sFWS8;Não Identificado;NI;Outros;-14.2440050271887;-51.91557970850958;municipio;True;75;93;2026-04-16 13:59:53.293738
Ebook Morte na rua Hickory;https://www.tocalivros.com/ebook/morte-na-rua-hickory-agatha-christie-lpm-pocket;Não Identificado;NI;Outros;-14.217489679257401;-51.933336998781485;municipio;True;75;93;2026-04-16 13:59:54.919194
Jovem morre atropelado por triciclo em Cascadura, na Zona Norte;https://g1.globo.com/rj/rio-de-janeiro/noticia/2026/04/15/acidente-na-zona-norte-do-rio.ghtml;Não Identificado;NI;Acidente;-14.219560409475203;-51.93561601180178;municipio;True;75;2;2026-04-15 00:00:00
NAPOLI STREET (TRADUÇÃO);https://www.letras.mus.br/blackowl/napoli-street/traducao.html;Luz;31;Outros;-19.7835010577606;-45.690569287620974;municipio;True;1;93;2026-04-16 13:59:57.295742
Jovem de 19 morre após briga em rua do DF;https://g1.globo.com/df/distrito-federal/noticia/2026/02/15/jovem-de-19-morre-apos-briga-em-rua-do-df.ghtml;Não Identificado;NI;Outros;-14.221003442190412;-51.935213786257634;municipio;True;75;93;2026-02-15 00:00:00
Homem em situação de rua morre após ser baleado por policial da reserva em Águas Claras;https://jornaldebrasilia.com.br/brasilia/homem-em-situacao-de-rua-morre-apos-ser-baleado-por-policial-da-reserva-em-aguas-claras/;Reserva;41;Morte;-24.665551536429906;-50.85056513017574;municipio;True;3;199;2026-04-16 14:00:01.048478
Quem é o jovem que morreu após levar mata-leão em briga de rua no DF;https://www.metropoles.com/distrito-federal/na-mira/quem-e-o-jovem-que-morreu-apos-levar-mata-leao-em-briga-de-rua-no-df;Custódia;26;Morte;-8.073203985109771;-37.6406696219115;municipio;True;5;199;2026-04-16 14:00:02.052438
Prostituição, álcool e violência: como é a noite onde Valdiram morreu;https://www.uol.com.br/esporte/futebol/ultimas-noticias/2019/04/24/local-da-morte-de-valdiram-e-rua-de-prostituicao-alcool-e-drogas.htm;Canhotinho;26;Morte;-8.89289088705338;-36.180854551434855;municipio;True;1;199;2019-04-24 00:00:00
Vlog sobre um morçego que morreu na rua com os amigos;https://www.youtube.com/watch?v=2UynsSPC1OY;Não Identificado;NI;Morte;-14.226045476607633;-51.91206206102824;municipio;True;75;199;2026-04-16 14:00:15.593045
Idoso morre em centro de acolhida em São Paulo;https://www.nexojornal.com.br/extra/2022/05/18/Idoso-morre-em-centro-de-acolhida-em-São-Paulo;São Paulo;35;Outros;-23.517959687146565;-46.64488559502581;municipio;True;9;93;2022-05-18 00:00:00
Mulher morre atropelada por ônibus no Centro de BH;https://www.em.com.br/gerais/2024/12/7007908-mulher-morre-atropelada-por-onibus-no-centro-de-bh.html;Não Identificado;NI;Morte;-14.23162841644386;-51.9252651066918;municipio;True;75;199;2024-12-07 00:00:00
Sobe para 14 número de mortes após chuvas em São Paulo;https://www.estadao.com.br/sao-paulo/sobe-para-14-numero-de-mortes-apos-chuvas-em-sao-paulo/;Jardim;50;Morte;-21.47297853854022;-56.15003995015242;municipio;True;7;199;2026-04-16 14:00:20.315434
EUA: os ataques mortais que lançam luz sobre crescente número de sem-teto;https://www.bbc.com/portuguese/articles/crgvn3djj6do;Califórnia;41;Morte;-23.659449363398878;-51.35532930504447;municipio;True;2;199;2026-04-16 14:00:21.236493
Portal do Trânsito, Mobilidade & Sustentabilidade;https://www.portaldotransito.com.br/noticias/boletim/page/30/;Não Identificado;NI;Acidente;-14.225809551196509;-51.937533107934705;municipio;True;75;2;2026-04-16 14:00:23.055490
A invisibilidade da população de rua e de suas mortes por COVID-19 no município de São Paulo -;https://www.comciencia.br/a-invisibilidade-da-populacao-de-rua-e-de-suas-mortes-por-covid-19-no-municipio-de-sao-paulo/;Logradouro;25;Morte;-6.622920949145024;-35.439756016058;municipio;True;1;199;2024-03-14 12:26:32+00:00
População em Situação de Rua — Ministério dos Direitos Humanos e da Cidadania;https://www.gov.br/mdh/pt-br/navegue-por-temas/populacao-em-situacao-de-rua/populacao-em-situacao-de-rua;Painel;42;Outros;-27.92482670583845;-50.101665258405575;municipio;True;3;93;2026-04-16 14:00:26.519757
População em situação de rua;https://brasilescola.uol.com.br/brasil/populacao-situacao-rua.htm;Brasília;53;Outros;-15.786868694465008;-47.941963536864016;municipio;True;10;93;2026-04-16 14:00:27.557031
Déficit habitacional: mulheres em situação de rua no Brasil;https://observatorio3setor.org.br/podcast/mulheres-em-situacao-de-rua/;São Paulo;35;Outros;-23.52349581441955;-46.62746827444566;municipio;True;9;93;2026-04-16 14:00:29.215061
Desemprego, inflação e descaso: população em situação de rua sofre com o frio;https://lula.com.br/desemprego-inflacao-e-descaso-populacao-em-situacao-de-rua-sofre-com-o-frio/;Belo Horizonte;31;Morte;-19.91425807096083;-43.907047579962516;municipio;True;8;199;2022-05-20 15:38:17-03:00
Entidade pede ajuda para doar ítens à população de rua em BH;https://www.em.com.br/app/noticia/gerais/2020/03/31/interna_gerais,1134148/entidade-pede-ajuda-para-doar-itens-a-populacao-de-rua-em-bh.shtml;Belo Horizonte;31;Morte;-19.92535359841214;-43.925540369511396;municipio;True;8;199;2020-03-31 00:00:00
